name,CO,effective_coordination,ss-coupling,dd-coupling,d_sp-coupling,sp_d-coupling,dBandCenter,WorkFunction,IonizationPotential,ElectronAffinity,Pauling,DeltaPauling,filling,center,sigma_c,skewness,kurtosis,AtomicRadius,OrbitalRadius
Re-M-Re-Ni,-1.710033,8.487888435,11.07727748,8.249968271,10.87548399,8.218878001,-0.51,5.88,7.88,0.15,1.9,1.90299449,0.584125832,-0.857468273,2.572963956,0.084823336,2.269501947,1.52,1.2
Re-M-Re-Cu,-1.764879,7.630444147,10.76192048,7.723889449,10.32447315,7.804153734,-0.51,5.88,7.88,0.15,1.9,1.9,0.581773198,-0.761242189,2.500131336,0.059217256,2.418661123,1.52,1.2
Re-M-Re-Zn,-1.72151,7.417420485,10.62149966,5.999999994,10.08978176,5.999999996,-0.51,5.88,7.88,0.15,1.9,1.821263164,0.602599897,-0.782946892,2.503551078,-0.058843936,2.759906869,1.52,1.2
Re-M-Re-Ga,-1.780158,8.665258919,10.63606331,6,10.11377692,6,-0.51,5.88,7.88,0.15,1.9,1.872539955,0.594950671,-0.89239635,2.603885262,-0.196851772,3.137786533,1.52,1.2
Re-M-Re-Y,-1.472328,9.328744818,9.702353419,9.119796295,8.714081316,10.10049812,-0.51,5.88,7.88,0.15,1.9,1.663548511,0.580980857,-0.598437867,2.361913308,0.212099872,2.419278597,1.52,1.2
Re-M-Re-Zr,-1.376065,8.546714152,9.881722143,8.99251316,8.960722703,9.770982647,-0.51,5.88,7.88,0.15,1.9,1.707194539,0.581228699,-0.601630745,2.439599294,0.218048964,2.355804515,1.52,1.2
Re-M-Re-Nb,-1.374911,8.605979852,10.13616174,9.080873741,9.328687025,9.667043389,-0.51,5.88,7.88,0.15,1.9,1.804527544,0.580869658,-0.668691203,2.539883029,0.19350056,2.253874722,1.52,1.2
Re-M-Re-Mo,-1.616606,9.00580986,10.50098702,9.532477556,9.893492082,9.893492082,-0.51,5.88,7.88,0.15,1.9,1.974529588,0.582049666,-0.631433074,2.625776439,0.107225275,2.139689177,1.52,1.2
Re-M-Re-Ru,-1.63959,9.165020661,10.84492438,9.549227183,10.46631908,9.655626589,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.577270183,-0.908300348,2.700491877,-0.020500616,2.120289353,1.52,1.2
Re-M-Re-Rh,-1.833457,8.216834586,10.72931722,9.037597691,10.26938836,9.199238255,-0.51,5.88,7.88,0.15,1.9,2.00681794,0.573971398,-0.885144962,2.633073895,-0.036077446,2.229023915,1.52,1.2
Re-M-Re-Pd,-1.877312,7.145767714,10.56076886,8.540445817,9.990241711,8.766426368,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.582329217,-0.853986442,2.539634712,-0.046481143,2.373835119,1.52,1.2
Re-M-Re-Ag,-2.042883,7.050322868,10.1515954,7.804699999,9.35171724,8.140821763,-0.51,5.88,7.88,0.15,1.9,1.908950703,0.584927859,-0.770138846,2.439857019,-0.037534045,2.614502537,1.52,1.2
Re-M-Re-In,-1.993157,8.097041924,10.0639345,6,9.222071471,6,-0.51,5.88,7.88,0.15,1.9,1.863174456,0.589692665,-0.811866019,2.488279841,-0.208799864,3.456294926,1.52,1.2
Re-M-Re-Sn,-1.737695,8.406664459,10.20069061,6,9.425393078,6,-0.51,5.88,7.88,0.15,1.9,1.917804539,0.599543646,-1.057179862,2.634177666,-0.239696379,3.404532715,1.52,1.2
Re-M-Re-Ta,-1.283645,8.912107354,10.16993303,9.374732638,9.379125412,9.987398478,-0.51,5.88,7.88,0.15,1.9,1.769925141,0.582116343,-0.736522903,2.597396451,0.194181364,2.279767033,1.52,1.2
Re-M-Re-W,-1.603804,8.736133424,10.43905155,9.701065335,9.794506724,10.13132194,-0.51,5.88,7.88,0.15,1.9,2.027687956,0.583822826,-0.693247093,2.699237311,0.108471966,2.187116863,1.52,1.2
Re-M-Re-Os,-1.588865,9.685184198,10.87704671,10.03631607,10.52181365,10.13198234,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.589454741,-1.042366188,2.870830733,-0.067010368,2.153506163,1.52,1.2
Re-M-Re-Ir,-1.814456,8.511814646,10.71636173,9.434734358,10.24759951,9.626664041,-0.51,5.88,7.88,0.15,1.9,1.985428835,0.584425676,-1.007733559,2.782361263,-0.137409929,2.294799591,1.52,1.2
Re-M-Re-Pt,-1.867469,7.574981781,10.53916682,8.917699257,9.955143798,9.191100028,-0.51,5.88,7.88,0.15,1.9,2.00681794,0.586529587,-0.959063317,2.687605673,-0.165811077,2.450160755,1.52,1.2
Re-M-Re-Au,-2.052377,6.855078238,10.20259927,8.256508114,9.428379404,8.647275065,-0.51,5.88,7.88,0.15,1.9,2.072896583,0.58150007,-0.837835305,2.547586876,-0.170430062,2.709635136,1.52,1.2
Re-M-Re-Tl,-2.269105,7.555025349,9.825885924,5.999999966,8.882676008,5.999999973,-0.51,5.88,7.88,0.15,1.9,1.811265125,0.58602212,-0.787016243,2.490209725,-0.413292769,4.389585946,1.52,1.2
Co-M-Co-Sc,-1.193337,9.464120509,9.665760113,10.18816578,8.66490832,11.55385351,-1.17,5.76,7.88,0.66,1.88,1.705973053,0.775606334,-1.249661583,1.552192912,0.601136632,3.800503976,1.39,0.76
Co-M-Co-V,-1.467359,9.872470677,10.42835978,10.94330513,9.777228021,11.53085085,-1.17,5.76,7.88,0.66,1.88,1.760176416,0.781426487,-1.084130875,1.571075411,0.418131112,3.681975424,1.39,0.76
Co-M-Co-Cr,-1.417596,9.952685263,10.63771813,10.94680684,10.11647186,11.30479364,-1.17,5.76,7.88,0.66,1.88,1.775054965,0.775622553,-1.259438031,1.599545216,0.343226473,3.596410312,1.39,0.76
Co-M-Co-Fe,-1.382972,8.553118134,10.14013336,9.028274177,9.334606854,9.601299171,-1.17,5.76,7.88,0.66,1.88,1.864858229,0.770064244,-1.329525449,1.692837372,0.39535444,3.337990128,1.39,0.76
Co-M-Co-Ni,-1.439134,8.181627573,10.40636464,9.007296665,9.742804134,9.379591352,-1.17,5.76,7.88,0.66,1.88,1.893787149,0.763888062,-1.406729484,1.721978237,0.325802688,3.286047423,1.39,0.76
Co-M-Co-Cu,-1.452116,7.487738121,10.17264305,8.372323081,9.383650865,8.800769542,-1.17,5.76,7.88,0.66,1.88,1.885977793,0.769816968,-1.348179412,1.661346748,0.290520664,3.465210547,1.39,0.76
Co-M-Co-Zn,-1.413537,7.395953885,10.09802276,5.999999354,9.272196695,5.999999534,-1.17,5.76,7.88,0.66,1.88,1.807822044,0.77931055,-1.36307784,1.661515341,0.107846875,4.543652541,1.39,0.76
Co-M-Co-Ga,-1.446804,8.663613901,10.14907248,5.999999739,9.347637797,5.999999614,-1.17,5.76,7.88,0.66,1.88,1.858720406,0.773679844,-1.331082449,1.68076928,0.085714244,4.622101946,1.39,0.76
Co-M-Co-Ag,-1.508081,6.826871688,9.536488987,8.310601552,8.495403251,9.162316794,-1.17,5.76,7.88,0.66,1.88,1.89486244,0.764873557,-1.284156651,1.628445833,0.227252818,3.833648364,1.39,0.76
Co-M-Co-Ta,-1.437559,8.903433078,9.697571529,10.81730279,8.707608478,12.33902718,-1.17,5.76,7.88,0.66,1.88,1.756862901,0.768272877,-1.259788892,1.652285494,0.420398592,3.681675231,1.39,0.76
Ru-M-Ru-Sc,-1.367679,12.15947165,10.48089157,10.47774222,9.861315001,10.95545813,-1.41,5.73,7.36,1.05,2.2,1.904397265,0.739242393,-1.120155743,1.90931259,0.428780636,2.680619134,1.48,1.05
Ru-M-Ru-Cr,-1.252157,11.17626702,11.18604152,10.16383676,11.07325598,10.02593363,-1.41,5.73,7.36,1.05,2.2,2.021753963,0.734828315,-1.462653762,2.078895891,0.233921129,2.190906926,1.48,1.05
Ru-M-Ru-Mn,-1.623939,12.15471802,11.20296147,9.925097231,11.10435657,9.783595825,-1.41,5.73,7.36,1.05,2.2,1.980593667,0.722360066,-1.496920271,2.096108356,0.262458259,2.368309136,1.48,1.05
Ru-M-Ru-Fe,-1.6204,10.12928778,10.89098246,8.961337448,10.54614006,9.023387809,-1.41,5.73,7.36,1.05,2.2,2.081762607,0.720756949,-1.294774062,1.988553893,0.232922682,2.59806888,1.48,1.05
Ru-M-Ru-Co,-1.686653,9.846273722,11.06104622,9.017366827,10.84645593,8.984425273,-1.41,5.73,7.36,1.05,2.2,2.098665539,0.714282374,-1.32557495,2.029016024,0.211339651,2.59253235,1.48,1.05
Ru-M-Ru-Ni,-1.788587,8.971639413,10.98597402,8.61269717,10.71260258,8.620380729,-1.41,5.73,7.36,1.05,2.2,2.108656732,0.709510547,-1.309519026,1.986679729,0.224780876,2.668393173,1.48,1.05
Ru-M-Ru-Cu,-1.870832,8.158230916,10.78029113,8.128683307,10.3554594,8.220047282,-1.41,5.73,7.36,1.05,2.2,2.105338619,0.714473561,-1.167123512,1.945451751,0.164963939,2.813783657,1.48,1.05
Ru-M-Ru-Zn,-1.678287,8.006960208,10.69285569,5.999999759,10.20814816,5.999999828,-1.41,5.73,7.36,1.05,2.2,2.01809246,0.731829793,-1.18695133,1.961883171,-0.039369552,3.475765958,1.48,1.05
Ru-M-Ru-Ga,-1.339431,10.39141213,10.92697126,5.999999932,10.60875256,5.999999947,-1.41,5.73,7.36,1.05,2.2,2.074910885,0.735691857,-1.243773929,2.143890647,-0.223783601,4.513680092,1.48,1.05
Ru-M-Ru-Y,-1.525928,10.89290522,9.848120235,10.23511106,8.913734171,11.37838158,-1.41,5.73,7.36,1.05,2.2,1.843333118,0.719169548,-1.035277325,1.859229981,0.434427843,2.898601304,1.48,1.05
Ru-M-Ru-Zr,-1.389138,10.10230926,10.10055265,10.25015903,9.276087429,11.09800446,-1.41,5.73,7.36,1.05,2.2,1.891696102,0.719594988,-1.028115566,1.942331919,0.420431067,2.767586462,1.48,1.05
Ru-M-Ru-Nb,-1.42451,10.58398905,10.45144157,10.61082374,9.814205606,11.13375461,-1.41,5.73,7.36,1.05,2.2,1.999548172,0.728192562,-1.063838024,2.065079071,0.35454888,2.573258025,1.48,1.05
Ru-M-Ru-Mo,-1.303856,10.73319346,10.71365819,10.90710087,10.24306563,11.18403195,-1.41,5.73,7.36,1.05,2.2,2.18792284,0.72399971,-1.187075467,2.152596696,0.241472507,2.364638589,1.48,1.05
Ru-M-Ru-Rh,-1.875318,8.571305837,10.61512553,9.467105662,10.07925672,9.734649774,-1.41,5.73,7.36,1.05,2.2,2.223700689,0.716147649,-1.394884538,2.029952516,0.081685179,2.599588395,1.48,1.05
Ru-M-Ru-Pd,-1.989843,7.344135713,10.46147701,8.919879816,9.830194031,9.244356768,-1.41,5.73,7.36,1.05,2.2,2.2,0.710297615,-1.288689015,1.946368047,0.049727727,2.759814544,1.48,1.05
Ru-M-Ru-Ag,-1.993151,7.329533105,10.11802855,8.15634118,9.301866856,8.576680737,-1.41,5.73,7.36,1.05,2.2,2.115256651,0.711942636,-1.097567611,1.905992993,0.040037907,3.050098534,1.48,1.05
Ru-M-Ru-In,-1.621957,9.47803684,10.30227144,6,9.580288842,5.999999995,-1.41,5.73,7.36,1.05,2.2,2.064533229,0.730123632,-1.213390607,2.017927004,-0.204260997,4.775580556,1.48,1.05
Ru-M-Ru-Sn,-1.743729,10.30434356,10.50818032,6.000001252,9.904923756,6.000000607,-1.41,5.73,7.36,1.05,2.2,2.125067346,0.731332072,-1.346839347,2.182061176,-0.315747036,4.459871512,1.48,1.05
Ru-M-Ru-Ta,-1.434978,11.13553839,10.47409741,11.00890945,9.850393966,11.5510919,-1.41,5.73,7.36,1.05,2.2,1.961206185,0.732175828,-1.10408916,2.127738144,0.350912924,2.662932442,1.48,1.05
Ru-M-Ru-W,-1.324536,10.54115602,10.68224828,11.24382479,10.19041087,11.57414474,-1.41,5.73,7.36,1.05,2.2,2.24682619,0.734165062,-1.223239851,2.239855674,0.255345155,2.512377574,1.48,1.05
Ru-M-Ru-Os,-1.720379,10.21168895,10.74659584,10.57184619,10.29850926,10.79900921,-1.41,5.73,7.36,1.05,2.2,2.2,0.721109003,-1.533173989,2.230557845,0.000851871,2.518747635,1.48,1.05
Ru-M-Ru-Ir,-1.88736,8.876280307,10.59396561,9.900273908,10.04447671,10.2190437,-1.41,5.73,7.36,1.05,2.2,2.2,0.711340597,-1.421144934,2.143146765,-0.09181417,2.711083214,1.48,1.05
Ru-M-Ru-Pt,-1.981985,7.831873995,10.43537706,9.343201147,9.788673953,9.734679111,-1.41,5.73,7.36,1.05,2.2,2.223700689,0.708763339,-1.356686982,2.060549385,-0.128917518,2.916962805,1.48,1.05
Ru-M-Ru-Au,-2.04433,7.032973753,10.13142706,8.629737301,9.321502709,9.133521815,-1.41,5.73,7.36,1.05,2.2,2.296920647,0.713228282,-1.178603349,1.973865084,-0.123424851,3.199820712,1.48,1.05
Os-M-Os-Sc,-1.514879,10.37388765,10.18298804,9.316076058,9.398772996,9.906942522,-1.5,6.25,8.7,1.1,2.2,1.904397265,0.719443563,-1.369706076,2.317019585,0.276449834,2.513431691,1.49,1.13
Os-M-Os-Ti,-1.527718,10.65600674,10.58340198,9.471207498,10.02717286,9.762861554,-1.5,6.25,8.7,1.1,2.2,1.976751572,0.734772925,-1.439738451,2.373531079,0.269134654,2.380236443,1.49,1.13
Os-M-Os-V,-1.521924,10.72018571,10.99524611,9.814716865,10.729003,9.819363915,-1.5,6.25,8.7,1.1,2.2,2.010722593,0.728369812,-1.493939266,2.480486102,0.206316401,2.184506115,1.49,1.13
Os-M-Os-Cr,-1.388271,10.52463769,11.14587601,9.648815452,10.99967107,9.553755799,-1.5,6.25,8.7,1.1,2.2,2.021753963,0.711724718,-1.607067944,2.539489943,0.178703829,2.132081274,1.49,1.13
Os-M-Os-Fe,-1.713446,9.833006704,10.92766785,8.708123037,10.6098495,8.74602309,-1.5,6.25,8.7,1.1,2.2,2.081762607,0.695304776,-1.505406644,2.493824227,0.183886404,2.362442747,1.49,1.13
Os-M-Os-Co,-1.858159,9.428197048,11.04628118,8.680407525,10.81983485,8.658489222,-1.5,6.25,8.7,1.1,2.2,2.098665539,0.686977475,-1.530287312,2.518333203,0.171581742,2.348309718,1.49,1.13
Os-M-Os-Cu,-1.997757,7.820139909,10.70523228,7.82481422,10.22913491,7.930839011,-1.5,6.25,8.7,1.1,2.2,2.105338619,0.693346329,-1.402674342,2.423145816,0.12152588,2.511675738,1.49,1.13
Os-M-Os-Y,-1.704379,9.855604373,9.707598221,9.427315062,8.721143232,10.49903496,-1.5,6.25,8.7,1.1,2.2,1.843333118,0.699766866,-1.272263358,2.312284154,0.274883662,2.621901797,1.49,1.13
Os-M-Os-Zr,-1.6021,9.257302974,9.971803673,9.487157204,9.088563933,10.30494492,-1.5,6.25,8.7,1.1,2.2,1.891696102,0.704370726,-1.280940261,2.397569584,0.281693611,2.516974632,1.49,1.13
Os-M-Os-Nb,-1.506753,9.666499056,10.32291696,9.808266712,9.612323612,10.35495768,-1.5,6.25,8.7,1.1,2.2,1.999548172,0.716949402,-1.317926463,2.511457364,0.257780194,2.37658862,1.49,1.13
Os-M-Os-Mo,-1.469918,10.12353463,10.67453912,10.29443054,10.17762653,10.57176413,-1.5,6.25,8.7,1.1,2.2,2.18792284,0.707297594,-1.385800015,2.634174981,0.195034827,2.217167239,1.49,1.13
Os-M-Os-Ru,-1.970691,9.078613886,10.64872784,9.461185321,10.13474207,9.703520102,-1.5,6.25,8.7,1.1,2.2,2.2,0.685500381,-1.560921331,2.571161977,0.086940858,2.258994056,1.49,1.13
Os-M-Os-Rh,-2.042277,8.330015398,10.61543036,9.106038178,10.0797347,9.345546336,-1.5,6.25,8.7,1.1,2.2,2.223700689,0.684576277,-1.543262789,2.53787364,0.06013853,2.339102536,1.49,1.13
Os-M-Os-Ag,-2.286556,7.169722807,10.09024225,7.895664767,9.260706617,8.279182331,-1.5,6.25,8.7,1.1,2.2,2.115256651,0.684074497,-1.308791842,2.356956788,0.013721411,2.671752689,1.49,1.13
Os-M-Os-Ta,-1.473283,10.05510195,10.33685418,10.11560448,9.633950657,10.69265426,-1.5,6.25,8.7,1.1,2.2,1.961206185,0.717205448,-1.35343068,2.578678047,0.269227922,2.408974145,1.49,1.13
Os-M-Os-W,-1.490756,9.950133821,10.64269029,10.58750464,10.12474438,10.91456356,-1.5,6.25,8.7,1.1,2.2,2.24682619,0.711128052,-1.380330598,2.726344675,0.210383044,2.276010999,1.49,1.13
Os-M-Os-Re,-1.529712,10.68790383,10.80911717,10.64811068,10.40484283,10.82041713,-1.5,6.25,8.7,1.1,2.2,2.105338619,0.771634622,-2.190493064,2.445958606,-0.003612298,2.206134127,1.49,1.13
Os-M-Os-Ir,-2.010451,8.587513471,10.58642951,9.477588632,10.03212857,9.767492008,-1.5,6.25,8.7,1.1,2.2,2.2,0.688623604,-1.632722946,2.658424499,-0.043487887,2.362805954,1.49,1.13
Os-M-Os-Au,-2.370341,6.90391791,10.09940075,8.305796911,9.274185399,8.76673563,-1.5,6.25,8.7,1.1,2.2,2.296920647,0.685800649,-1.417179436,2.435770584,-0.090102348,2.706076093,1.49,1.13
Cr-M-Cr-Sc,-2.187693,9.067271732,9.731218323,9.41041277,8.752914852,10.45206544,0.16,5.27,6.77,0.67,1.66,1.563642025,0.569016824,-0.294135684,1.395251764,-0.177292876,2.334956838,1.42,0.9
Cr-M-Cr-Ti,-1.89754,8.900494457,9.956451061,9.254049232,9.066592182,10.03113934,0.16,5.27,6.77,0.67,1.66,1.623049921,0.57183994,-0.299576697,1.461315191,-0.182129098,2.321631233,1.42,0.9
Cr-M-Cr-V,-1.716247,8.522689075,10.16334195,9.235666232,9.369332373,9.828416723,0.16,5.27,6.77,0.67,1.66,1.650942482,0.572632955,-0.316929568,1.506447537,-0.23861588,2.312936173,1.42,0.9
Cr-M-Cr-Mn,-1.813799,10.25481026,10.759453,9.854370118,10.32040503,10.03560245,0.16,5.27,6.77,0.67,1.66,1.626204547,0.571799943,-0.337641314,1.638150687,-0.403221458,2.387250597,1.42,0.9
Cr-M-Cr-Fe,-1.766327,9.551282036,10.73675335,9.413483078,10.28261578,9.5890555,0.16,5.27,6.77,0.67,1.66,1.709271253,0.554784032,-0.357694003,1.62243601,-0.48820415,2.470222969,1.42,0.9
Cr-M-Cr-Ni,-2.118357,8.319769828,10.71246803,8.81223718,10.24105477,8.971649897,0.16,5.27,6.77,0.67,1.66,1.731353191,0.538086987,-0.404762478,1.633306476,-0.566100968,2.777522563,1.42,0.9
Cr-M-Cr-Cu,-2.43306,7.361918114,10.32884536,8.03666094,9.621499448,8.326145409,0.16,5.27,6.77,0.67,1.66,1.72862879,0.525338948,-0.24337892,1.570880812,-0.561494646,3.230541503,1.42,0.9
Cr-M-Cr-Ru,-1.836601,8.782692506,10.42113969,10.23587906,9.766100476,10.74582902,0.16,5.27,6.77,0.67,1.66,1.806352339,0.542893159,-0.302323507,1.710783391,-0.675945512,3.11816363,1.42,0.9
W-M-W-Sc,-1.496154,10.47109523,10.28367551,8.971778651,9.551774317,9.426670209,0.77,5.09,7.98,0.86,2.36,2.000322751,0.583483549,-0.336413459,1.999045907,0.008240744,2.257270394,1.56,1.27
W-M-W-Ti,-1.504852,10.28241944,10.54995537,8.854670545,9.972653035,9.115377564,0.77,5.09,7.98,0.86,2.36,2.076321583,0.609244909,-0.499136035,2.004714641,0.00731075,2.219971249,1.56,1.27
W-M-W-V,-1.734418,10.85091142,11.12589118,9.441912356,10.9633378,9.364398094,0.77,5.09,7.98,0.86,2.36,2.112003742,0.604314174,-0.48657152,2.149119628,-0.023747882,2.125369914,1.56,1.27
W-M-W-Cr,-1.864913,11.01543722,12.70265281,9.854758405,12.14827183,9.957799042,0.77,5.09,7.98,0.86,2.36,2.123590767,0.591896308,-0.459265108,2.203383788,-0.109103613,2.057950513,1.56,1.27
W-M-W-Fe,-1.829141,10.17108127,11.14877136,8.570075229,11.00458164,8.502064217,0.77,5.09,7.98,0.86,2.36,2.186622079,0.548927215,-0.32686114,2.205228273,-0.20167145,2.090390581,1.56,1.27
W-M-W-Co,-1.784602,9.908396308,12.61708485,8.980048156,12.01603197,9.155317374,0.77,5.09,7.98,0.86,2.36,2.20437642,0.537009529,-0.333239176,2.285405616,-0.204347247,2.091899128,1.56,1.27
W-M-W-Ni,-1.841836,8.994691688,12.48222809,8.587008225,11.81044126,8.804010194,0.77,5.09,7.98,0.86,2.36,2.214870875,0.529144297,-0.324657732,2.285467641,-0.203060728,2.168473493,1.56,1.27
W-M-W-Cu,-1.842074,7.924323872,10.90663285,7.721441738,10.57324778,7.752392377,0.77,5.09,7.98,0.86,2.36,2.211385626,0.51864045,-0.144349371,2.255188796,-0.200634506,2.397256266,1.56,1.27
W-M-W-Zn,-1.762394,7.537570553,10.6955786,5.999999975,10.21273785,5.999999981,0.77,5.09,7.98,0.86,2.36,2.119744833,0.536353965,-0.16975337,2.297254213,-0.263792566,2.885885484,1.56,1.27
W-M-W-Ga,-1.792822,9.106886381,10.7580411,6.000000001,10.31789284,6.000000001,0.77,5.09,7.98,0.86,2.36,2.179425232,0.528926557,-0.133305859,2.430434095,-0.459339626,3.589552278,1.56,1.27
W-M-W-Y,-1.73639,10.08658111,9.844709653,9.176016127,8.908962531,10.03662287,0.77,5.09,7.98,0.86,2.36,1.936182771,0.562466831,-0.238747022,2.011174413,-0.022954207,2.262639738,1.56,1.27
W-M-W-Zr,-1.695435,8.998030949,9.997234575,8.978424558,9.125142982,9.655888818,0.77,5.09,7.98,0.86,2.36,1.986981824,0.561733032,-0.227317786,2.060574335,-0.033156013,2.191550042,1.56,1.27
W-M-W-Nb,-1.667072,8.921847562,10.21648206,8.983668002,9.449265997,9.49008545,0.77,5.09,7.98,0.86,2.36,2.100266459,0.567842996,-0.257447999,2.112627354,-0.054732608,2.154937218,1.56,1.27
W-M-W-Mo,-1.862045,9.315449918,10.57293606,9.390533598,10.01006554,9.68313602,0.77,5.09,7.98,0.86,2.36,2.298129658,0.56473897,-0.224263461,2.225884267,-0.087904171,2.13105327,1.56,1.27
W-M-W-Ru,-1.834006,9.379466452,10.88873915,9.342906858,10.54209885,9.414561654,0.77,5.09,7.98,0.86,2.36,2.310815151,0.539088917,-0.242484776,2.341179525,-0.268243899,2.134252524,1.56,1.27
W-M-W-Rh,-1.792585,8.733386789,10.9260762,9.126351071,10.6072032,9.170914836,0.77,5.09,7.98,0.86,2.36,2.335709656,0.52617033,-0.302006968,2.367242169,-0.30837685,2.201878265,1.56,1.27
W-M-W-Pd,-1.903166,7.401148484,10.74350928,8.602930803,10.2933198,8.733879943,0.77,5.09,7.98,0.86,2.36,2.310815151,0.516389355,-0.279534692,2.299461763,-0.3362498,2.389039298,1.56,1.27
W-M-W-Ag,-1.994538,7.260400411,10.30071432,7.826955287,9.577994416,8.099032133,0.77,5.09,7.98,0.86,2.36,2.221803235,0.514698462,-0.104308483,2.215687167,-0.321914891,2.682638875,1.56,1.27
W-M-W-In,-1.859345,8.572445317,10.22740359,6.000000008,9.46583092,6.000000004,0.77,5.09,7.98,0.86,2.36,2.168524848,0.532602543,-0.195531834,2.323411855,-0.619851052,4.623766166,1.56,1.27
W-M-W-Sn,-1.572818,8.41971432,10.19768864,5.999999998,9.420858355,5.999999999,0.77,5.09,7.98,0.86,2.36,2.2321081,0.542685657,-0.285443147,2.353505944,-0.557648679,3.605899726,1.56,1.27
W-M-W-Ta,-1.628225,9.201614531,10.24097534,9.247353107,9.486454539,9.778640915,0.77,5.09,7.98,0.86,2.36,2.059993167,0.564290465,-0.247544275,2.187846967,-0.074690517,2.17948925,1.56,1.27
W-M-W-Re,-1.804791,10.06760854,10.80832413,9.899237869,10.4034501,10.04444903,0.77,5.09,7.98,0.86,2.36,2.211385626,0.642636072,-0.752592696,2.141206044,-0.289806782,2.342625735,1.56,1.27
W-M-W-Os,-1.751824,9.751333386,10.88959986,9.733984062,10.54359721,9.813396012,0.77,5.09,7.98,0.86,2.36,2.310815151,0.547736168,-0.313423033,2.474127491,-0.314615043,2.283805542,1.56,1.27
W-M-W-Ir,-1.71489,8.933143177,10.86973664,9.449441806,10.50915354,9.536104374,0.77,5.09,7.98,0.86,2.36,2.310815151,0.530186833,-0.378876634,2.499199882,-0.405645562,2.388204869,1.56,1.27
W-M-W-Pt,-1.827065,7.907332766,10.72171342,8.990522689,10.25659677,9.154328646,0.77,5.09,7.98,0.86,2.36,2.335709656,0.523469179,-0.395899479,2.456195549,-0.448455012,2.569931498,1.56,1.27
W-M-W-Au,-1.973384,7.075761363,10.39676358,8.347768936,9.72765204,8.643698017,0.77,5.09,7.98,0.86,2.36,2.412617741,0.517849626,-0.219187936,2.351746082,-0.470849102,2.902037953,1.56,1.27
W-M-W-Tl,-1.941381,8.183810021,10.09678072,6,9.270344383,6,0.77,5.09,7.98,0.86,2.36,2.108108243,0.52763793,-0.219852533,2.311034264,-0.911495939,5.642358091,1.56,1.27
W-M-W-Pb,-3.825505,7.622806069,9.785961618,5.999999989,8.827821445,5.999999992,0.77,5.09,7.98,0.86,2.36,2.350959667,0.531308715,-0.238565651,2.20317375,-0.541113153,4.034067973,1.56,1.27
Cu-Cu3M-Sc,-0.536873,13.38700275,10.8906532,12.35557013,10.54237454,12.32583845,-2.67,5.3,7.73,1.24,1.9,1.837520241,0.971534253,-2.384085966,0.943407644,2.010818152,14.54968388,1.41,0.67
Cu-Cu3M-Ti,-0.576632,11.45646768,10.68181115,11.22886845,10.19794086,11.39476248,-2.67,5.3,7.73,1.24,1.9,1.860502736,0.970463767,-2.47118168,0.991459805,1.661468729,12.19828523,1.41,0.67
Cu-Cu3M-V,-0.588126,10.5139378,10.66132721,10.76705047,10.1568568,10.99552161,-2.67,5.3,7.73,1.24,1.9,1.871100011,0.969984446,-2.386248149,1.012303936,1.466278304,11.05938178,1.41,0.67
Cu-Cu3M-Cr,-0.552169,10.11228825,10.64173771,10.46081474,10.12408629,10.71798789,-2.67,5.3,7.73,1.24,1.9,1.87451556,0.971136251,-2.313807934,1.007032065,1.397706611,11.01235498,1.41,0.67
Cu-Cu3M-Co,-0.498799,9.273247576,10.5,9.738444829,9.891905336,10.10002008,-2.67,5.3,7.73,1.24,1.9,1.897990463,0.970319952,-2.373661913,1.070592305,1.07075958,9.073362681,1.41,0.67
Cu-Cu3M-Ni,-0.426147,9.091759112,10.51028894,9.651394726,9.910750942,10.00332935,-2.67,5.3,7.73,1.24,1.9,1.900997639,0.970631607,-2.349227241,1.082468077,1.02771801,8.819236524,1.41,0.67
Cu-Cu3M-Zn,-0.640008,9.240883629,10.5920722,8.662305793,10.04193614,8.990939022,-2.67,5.3,7.73,1.24,1.9,1.87338326,0.972182566,-2.369351406,1.033478856,1.024944515,11.51389462,1.41,0.67
Cu-Cu3M-Ga,-0.530185,10.05895457,10.60100282,8.654837181,10.06035706,8.984236969,-2.67,5.3,7.73,1.24,1.9,1.890802197,0.97123378,-2.405067147,1.044499753,1.014672353,13.38426658,1.41,0.67
Cu-Cu3M-Y,-0.511366,18.57529309,11.27628449,15.2807234,11.40235987,14.48637227,-2.67,5.3,7.73,1.24,1.9,1.817666587,0.972930149,-2.295250805,0.922106523,2.218688666,15.96156517,1.41,0.67
Cu-Cu3M-Zr,-0.573189,13.63708929,10.92379433,13.20462176,10.60740228,13.0664305,-2.67,5.3,7.73,1.24,1.9,1.833426081,0.970485116,-2.414023188,0.956918839,2.038685378,14.40054573,1.41,0.67
Cu-Cu3M-Nb,-0.606574,12.03696172,10.76255374,12.17957122,10.33189962,12.23625999,-2.67,5.3,7.73,1.24,1.9,1.86762741,0.969598881,-2.424888073,1.000668706,1.675038541,11.99351821,1.41,0.67
Cu-Cu3M-Mo,-0.64285,11.09954796,10.72167399,11.63846957,10.25757687,11.79389704,-2.67,5.3,7.73,1.24,1.9,1.924525261,0.969293974,-2.379537595,1.021606862,1.387546671,10.52228199,1.41,0.67
